GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
0500000US06019,06019,"Fresno County, California",296305,1246,45233,692,65.8,0.5,50386,758,5.6,0.2,26110,2184,1.0,0.1,36631,4038,7.8,0.2,50683,1954,0.1,0.1,41538,8069,16.7,0.4,34233,1245,2.8,0.2,44576,5155,42.5,0.3,36022,763,41.8,0.3,60382,1017,4.4,0.3,23249,1463,37.3,0.4,43731,1189,37.7,0.3,55433,1209,20.6,0.2,38775,1058,216106,1554,49999,846,51.7,0.6,40458,1010,48.3,0.6,59644,1085,64.2,0.7,66355,1171,24.7,0.6,25249,1053,11.1,0.5,33702,2084,80199,1528,29019,922,52.6,1.1,26054,900,43.4,1.0,23957,1175,9.1,0.7,40587,3747,47.4,1.1,32508,1487,35.5,1.1,28885,1810,11.9,0.8,49206,4191,36.5,(X),(X),(X),36.7,(X),(X),(X),32.0,(X),(X),(X)
0500000US06021,06021,"Glenn County, California",9497,255,39349,4204,89.5,2.2,41957,5205,0.7,0.5,26389,13034,1.5,0.7,36483,3905,1.3,0.5,19181,5524,0.1,0.2,82708,64508,4.8,1.7,33350,8280,2.0,0.9,(X),(X),29.8,1.7,35973,3910,65.4,1.9,44747,4962,4.4,1.2,24028,5571,29.1,2.2,49706,10880,40.7,2.0,42753,8653,25.8,1.7,31274,6979,6502,285,50407,4276,46.2,3.2,43487,9320,53.8,3.2,55086,6500,74.2,3.5,59174,4394,15.1,2.5,20792,6225,10.6,2.4,36632,2802,2995,309,18336,2772,54.0,5.1,(X),(X),47.4,5.6,(X),(X),6.6,3.3,(X),(X),46.0,5.1,(X),(X),39.8,5.4,(X),(X),6.2,2.8,(X),(X),32.7,(X),(X),(X),33.9,(X),(X),(X),25.0,(X),(X),(X)
0500000US06023,06023,"Humboldt County, California",53036,637,42197,1183,86.8,0.7,44095,1333,1.0,0.3,28504,3849,4.5,0.5,27097,2798,1.9,0.3,32823,9385,0.2,0.1,85234,30772,2.2,0.4,30740,7006,3.5,0.5,31656,6495,6.4,0.6,35800,5059,83.3,0.7,44346,1506,7.4,0.7,18066,4791,30.3,0.8,43911,2943,38.7,0.8,49231,2180,23.6,0.6,40136,2280,30661,753,53407,1768,41.3,1.4,42479,3269,58.7,1.4,59526,2844,70.2,1.9,66084,2545,20.3,1.5,30544,2703,9.4,1.1,34732,6499,22375,814,26340,1142,49.2,1.9,24617,1737,37.0,1.9,21826,1663,12.3,1.3,33186,4535,50.8,1.9,28871,2049,37.0,2.0,25689,2461,13.8,1.7,36181,3781,29.1,(X),(X),(X),28.7,(X),(X),(X),28.0,(X),(X),(X)
0500000US06025,06025,"Imperial County, California",46452,648,41079,1556,76.0,1.3,42589,1585,1.8,0.3,57321,31875,1.4,0.2,36250,23332,1.5,0.3,81128,13884,0.0,0.1,-,**,15.8,1.2,32662,2722,3.5,0.6,37444,5326,76.4,0.8,37110,1736,19.0,0.7,54610,5366,2.9,0.5,22821,4248,35.2,1.2,49014,3762,39.1,1.1,45801,3425,22.7,0.9,26097,1597,35874,898,45815,1868,50.6,1.4,45314,2848,49.4,1.4,46682,3212,66.8,1.6,58257,2627,25.3,1.3,24791,1706,7.9,1.0,41179,5243,10578,615,18695,3379,52.6,3.6,15608,1879,46.4,3.5,14226,1701,6.2,1.6,40972,22533,47.4,3.6,27762,8127,39.3,3.6,24500,8392,8.1,2.0,42853,11868,37.7,(X),(X),(X),39.7,(X),(X),(X),28.3,(X),(X),(X)
0500000US06027,06027,"Inyo County, California",7957,211,45955,2280,86.1,1.2,46694,3538,0.4,0.3,65625,27304,9.7,1.0,37148,2830,1.2,0.4,(X),(X),0.4,0.2,(X),(X),1.2,0.6,(X),(X),1.1,0.5,81544,27294,13.7,1.2,45514,7264,74.0,1.4,46988,4869,3.2,1.0,26941,10090,23.6,1.7,47170,13696,40.7,1.8,61318,5935,32.5,1.4,31963,5119,4438,226,67420,3678,36.8,2.6,62500,8869,63.2,2.6,72148,8610,72.2,3.4,79604,4701,18.9,3.3,37368,11641,8.9,2.2,46136,4220,3519,231,30054,4348,51.9,3.6,(X),(X),43.8,3.9,(X),(X),8.1,2.8,(X),(X),48.1,3.6,(X),(X),42.8,3.9,(X),(X),5.3,1.8,(X),(X),33.0,(X),(X),(X),32.3,(X),(X),(X),33.2,(X),(X),(X)
0500000US06029,06029,"Kern County, California",259700,1565,49026,865,77.6,0.5,50315,717,5.7,0.3,32429,2828,1.2,0.2,33876,4190,3.9,0.1,71908,5183,0.1,0.1,35658,34943,9.1,0.4,42705,2144,2.4,0.2,51250,6125,40.6,0.5,39686,830,47.8,0.4,60244,1188,4.5,0.3,30008,4570,38.3,0.4,50139,1349,38.7,0.5,58105,1662,18.5,0.3,37292,1150,196097,2029,52649,879,52.6,0.5,44423,1533,47.4,0.5,61477,1139,67.5,0.8,67745,1121,22.0,0.6,24650,1211,10.5,0.6,37253,2479,63603,1552,31242,929,49.4,1.2,26077,1310,40.3,1.2,22954,1142,9.1,0.8,45330,3529,50.6,1.2,37409,2338,39.3,1.2,31875,1839,11.3,1.0,56900,3359,31.2,(X),(X),(X),31.3,(X),(X),(X),27.3,(X),(X),(X)
0500000US06031,06031,"Kings County, California",41554,561,46481,1200,74.7,1.2,48190,2062,5.7,0.7,40991,8489,1.3,0.3,38816,8955,3.7,0.5,63568,10027,0.1,0.1,39196,15901,12.4,1.1,38486,4014,2.1,0.4,43355,10079,44.0,1.0,37384,1448,44.7,1.1,60434,2475,5.0,0.6,33506,3158,42.0,0.9,47179,2315,35.1,1.0,54931,4553,17.8,0.8,37459,3294,31863,682,49735,2146,55.1,1.5,42968,3664,44.9,1.5,57422,3924,66.4,2.0,64157,2645,24.0,1.6,23643,2055,9.5,1.4,37528,3917,9691,606,32172,2185,51.3,2.8,24515,2531,42.6,2.8,22023,2299,8.7,1.9,51545,5473,48.7,2.8,41660,2423,32.7,2.8,38105,6060,16.0,2.5,60417,16990,32.6,(X),(X),(X),31.7,(X),(X),(X),30.2,(X),(X),(X)
0500000US06033,06033,"Lake County, California",26993,581,35578,2034,84.8,1.1,37724,2840,2.1,0.5,24111,8035,2.9,0.6,32750,20694,1.2,0.3,42075,40081,0.4,0.2,(X),(X),6.5,0.9,29201,2827,2.2,0.6,26190,5225,11.6,0.8,31597,3076,80.4,1.1,38257,3091,3.8,0.8,22758,7600,23.1,1.1,37556,10066,42.3,1.2,37992,2860,30.8,1.2,34932,2241,16103,742,47238,2503,38.8,2.2,35194,3706,61.2,2.2,53861,2994,67.7,2.4,57561,6370,21.9,2.3,26904,4199,10.4,2.0,24925,6600,10890,718,22404,1754,46.6,3.2,21133,1877,37.0,2.9,17835,2273,9.6,2.4,32324,13749,53.4,3.2,23680,2681,39.8,3.3,21164,4060,13.6,2.5,32614,14392,37.1,(X),(X),(X),38.7,(X),(X),(X),32.6,(X),(X),(X)
0500000US06035,06035,"Lassen County, California",9707,439,51555,2789,91.8,2.1,51130,2526,0.9,1.4,48500,36894,3.1,0.8,61905,24700,0.3,0.3,(X),(X),0.6,0.2,(X),(X),1.8,0.8,61528,42710,1.4,0.6,76719,26521,5.5,2.3,46667,13744,88.7,3.0,51541,2564,4.6,1.2,24630,9788,27.7,2.2,64049,6592,42.9,2.0,62500,5064,24.8,1.6,37854,2896,6331,387,64487,3115,39.4,3.3,64530,7113,60.6,3.3,64452,3995,79.0,3.3,71406,4205,13.0,2.4,30423,2765,8.1,1.9,40521,14607,3376,279,30242,4193,49.9,4.8,27500,8414,43.1,4.8,24479,5995,6.8,2.5,41056,2631,50.1,4.8,31591,5987,37.9,4.4,27170,2416,12.2,4.0,50139,19775,29.2,(X),(X),(X),31.5,(X),(X),(X),23.5,(X),(X),(X)
0500000US06037,06037,"Los Angeles County, California",3263069,4935,56196,270,57.1,0.2,62124,331,9.9,0.1,40665,572,0.6,0.1,46394,2392,14.5,0.1,66356,623,0.2,0.1,63678,2752,14.8,0.1,42385,426,3.0,0.1,60166,1695,36.8,0.1,45320,313,36.7,0.1,74644,551,3.1,0.1,28496,955,36.9,0.1,58421,601,39.9,0.1,65585,415,20.1,0.1,41049,395,2186485,6641,62703,430,45.8,0.2,55190,526,54.2,0.2,68790,506,66.5,0.3,79354,487,23.3,0.2,36627,356,10.2,0.2,46521,584,1076584,4745,40178,282,51.9,0.3,34416,505,42.2,0.3,29223,462,9.7,0.2,66270,1351,48.1,0.3,45958,630,35.6,0.3,38530,682,12.5,0.2,72837,1351,34.6,(X),(X),(X),36.2,(X),(X),(X),28.8,(X),(X),(X)
0500000US06039,06039,"Madera County, California",43159,755,45073,1837,85.0,1.0,45095,1971,3.4,0.6,35661,16897,1.7,0.4,33516,14179,2.0,0.4,53889,11005,0.1,0.1,66343,448,6.0,0.8,47484,6360,1.9,0.4,44250,7789,43.8,1.0,39124,2252,48.7,1.0,53392,2733,3.5,0.6,35593,7086,33.6,1.1,42007,2366,38.1,1.1,52569,2443,24.9,0.8,39551,2442,33201,840,49272,2049,47.5,1.6,40502,2562,52.5,1.6,55811,2043,72.9,1.9,58321,2409,19.4,1.8,25836,2798,7.7,1.2,36361,3373,9958,691,25092,3119,53.7,3.3,(X),(X),46.4,3.4,(X),(X),7.3,2.0,(X),(X),46.3,3.3,(X),(X),38.3,3.8,(X),(X),7.9,2.0,(X),(X),39.0,(X),(X),(X),37.5,(X),(X),(X),38.0,(X),(X),(X)
0500000US06041,06041,"Marin County, California",103670,720,93257,2610,86.4,0.6,101129,1882,1.8,0.3,54225,11336,0.3,0.1,(X),(X),4.9,0.3,89630,9917,0.2,0.1,57850,32324,4.3,0.5,37762,5564,2.1,0.3,73664,11105,9.7,0.4,48813,5496,81.5,0.5,103202,2382,1.0,0.2,37869,12499,23.9,0.5,99459,6009,44.6,0.6,110987,3722,30.5,0.5,69917,4549,64413,999,121130,2464,46.2,1.1,127826,8788,53.8,1.1,116775,3623,80.5,1.2,138756,4105,14.4,1.0,64415,7329,5.1,0.6,75865,4343,39257,923,54859,2803,61.5,1.6,50850,3583,51.9,1.5,44174,2530,9.6,0.9,98953,8259,38.5,1.6,62419,8268,30.0,1.7,52095,3512,8.5,1.0,111295,10639,30.3,(X),(X),(X),30.6,(X),(X),(X),28.3,(X),(X),(X)
0500000US06043,06043,"Mariposa County, California",7345,316,47681,4294,91.8,1.5,48529,4641,0.5,0.5,(X),(X),3.0,1.2,46111,26044,1.0,0.6,(X),(X),0.0,0.4,-,**,1.9,1.0,(X),(X),1.8,0.9,(X),(X),6.2,1.6,37976,18472,88.6,2.0,49023,4789,2.9,1.3,7768,7628,20.0,2.5,47034,8413,41.0,2.3,64318,11893,36.1,1.9,40147,5951,4962,321,60921,5234,29.4,3.7,65288,15532,70.6,3.7,58268,5872,82.1,3.6,(X),(X),10.8,2.6,(X),(X),7.1,2.4,(X),(X),2383,307,27411,7284,48.6,5.8,(X),(X),39.8,5.9,(X),(X),8.7,3.1,(X),(X),51.4,5.8,(X),(X),39.3,6.1,(X),(X),12.2,4.5,(X),(X),33.5,(X),(X),(X),34.6,(X),(X),(X),30.8,(X),(X),(X)
0500000US06045,06045,"Mendocino County, California",34017,552,42980,1757,87.9,1.0,44531,2161,0.5,0.3,19323,15126,3.1,0.5,30598,5717,1.1,0.2,49500,20450,0.3,0.2,38116,21473,3.9,0.9,37468,10409,3.3,0.6,30795,6949,15.2,0.9,35090,4292,77.6,1.0,46118,2443,2.7,0.6,23873,6500,26.4,0.9,41045,4329,41.1,1.2,50554,3219,29.8,1.0,37780,4484,20243,677,55233,2636,39.2,2.0,41788,6204,60.8,2.0,62057,2909,72.7,2.1,65283,3226,18.3,1.8,27390,4421,9.1,1.5,41197,8146,13774,610,24585,1985,52.9,2.7,22512,2018,42.2,2.4,19531,1666,10.7,2.0,48535,8587,47.1,2.7,26875,3450,38.8,2.7,23067,3717,8.3,1.6,52632,9505,31.5,(X),(X),(X),32.2,(X),(X),(X),28.9,(X),(X),(X)
0500000US06047,06047,"Merced County, California",77692,633,42462,1214,66.2,1.0,45504,1510,4.1,0.3,32605,6219,0.8,0.2,35347,13868,5.9,0.4,50354,6249,0.2,0.1,46563,18346,20.6,0.9,36167,1251,2.2,0.2,37333,10243,47.2,0.8,37404,1413,40.9,0.7,50153,1807,4.6,0.4,24422,2377,38.7,0.7,41433,2028,36.8,0.7,52831,2172,19.9,0.6,35332,1757,59568,922,46793,1479,55.0,1.2,38960,1728,45.0,1.2,55754,1930,66.4,1.3,59663,2093,24.3,1.2,23663,1274,9.3,0.8,37679,2555,18124,797,26238,1353,49.4,2.6,24138,1688,41.6,2.4,22777,1728,7.8,1.4,30000,7903,50.6,2.6,29448,2546,38.0,2.3,25498,2392,12.5,1.9,40733,5769,35.3,(X),(X),(X),33.8,(X),(X),(X),35.2,(X),(X),(X)
0500000US06049,06049,"Modoc County, California",3745,214,37860,4210,92.4,1.9,38375,3213,0.2,0.3,-,**,3.8,1.2,35385,27652,0.3,0.3,32813,23717,0.0,0.9,-,**,1.0,1.1,-,**,2.2,1.5,23393,13457,9.9,2.4,26445,2272,84.0,2.6,39391,3028,1.9,1.4,(X),(X),21.5,2.4,(X),(X),42.3,3.9,(X),(X),34.2,3.6,(X),(X),2194,209,47838,5664,40.9,5.8,41393,8709,59.1,5.8,55114,17704,87.0,4.0,51750,8684,9.9,3.8,33125,15353,3.1,1.4,32946,10565,1551,192,22804,4803,55.4,6.6,(X),(X),48.2,7.4,(X),(X),7.2,4.3,(X),(X),44.6,6.6,(X),(X),40.0,6.7,(X),(X),4.6,2.5,(X),(X),34.1,(X),(X),(X),37.3,(X),(X),(X),29.5,(X),(X),(X)
0500000US06051,06051,"Mono County, California",4906,405,56944,10734,93.5,3.1,61066,10574,0.0,0.7,-,**,0.9,0.9,(X),(X),0.3,0.4,86250,49706,0.0,0.1,-,**,4.7,2.4,36068,8318,0.7,0.7,115147,12829,14.0,5.1,45076,10587,84.2,5.6,63226,10087,2.4,2.0,50179,36023,29.7,5.4,51338,8203,46.5,5.3,62625,12032,21.4,3.1,66694,18977,2740,369,73556,13762,41.9,7.2,52086,5225,58.1,7.2,82238,11854,84.5,6.4,(X),(X),8.0,4.6,(X),(X),7.5,4.7,(X),(X),2166,327,46311,7531,30.1,6.9,(X),(X),25.6,7.3,(X),(X),4.5,4.0,(X),(X),69.9,6.9,(X),(X),58.5,9.2,(X),(X),11.4,6.5,(X),(X),39.7,(X),(X),(X),40.9,(X),(X),(X),37.1,(X),(X),(X)
0500000US06053,06053,"Monterey County, California",125402,1634,58783,1121,77.3,0.7,59228,1306,2.5,0.4,59634,10882,0.7,0.1,58361,6656,6.6,0.3,68208,5388,0.5,0.1,76316,46798,9.6,0.5,50944,3361,2.8,0.3,66615,4582,42.7,0.6,48236,1127,46.0,0.6,72560,1870,3.6,0.3,32923,2931,35.2,0.6,54645,1784,38.5,0.6,70682,2079,22.7,0.5,52807,2395,90914,1603,62441,1214,49.6,0.9,51370,1378,50.4,0.9,75632,1743,71.4,1.0,75865,1101,19.1,0.9,35662,2111,9.5,0.7,45619,2467,34488,1115,41197,2256,54.9,1.7,37095,2683,46.0,1.5,32093,2413,9.0,1.2,67346,10247,45.1,1.7,47781,3082,32.4,1.4,38550,3429,12.7,1.2,65771,7966,27.9,(X),(X),(X),27.8,(X),(X),(X),25.3,(X),(X),(X)
0500000US06055,06055,"Napa County, California",49494,593,71379,2063,82.0,0.9,72220,2498,1.6,0.3,73003,7910,0.7,0.3,50369,23649,5.6,0.3,99486,8132,0.1,0.1,46406,42676,7.9,0.7,52044,5995,2.1,0.4,71197,19679,23.3,0.7,52459,3371,67.8,0.7,77725,3111,2.1,0.4,41964,17282,28.9,0.9,71505,4061,41.4,0.9,83151,3657,27.7,0.7,53761,3295,34328,563,80921,2202,43.5,1.3,73465,2947,56.5,1.3,87492,3902,76.6,1.3,94116,2839,15.9,1.2,49235,2390,7.5,1.0,54526,10194,15166,609,45921,1928,59.2,2.2,41561,3405,48.7,2.3,34375,3100,10.5,1.5,73385,17820,40.8,2.2,51909,5556,30.7,2.1,41686,6052,10.1,1.6,80490,6864,30.4,(X),(X),(X),30.7,(X),(X),(X),27.3,(X),(X),(X)
0500000US06057,06057,"Nevada County, California",40993,635,56521,2539,95.0,0.6,56538,2658,0.1,0.1,(X),(X),1.1,0.3,60134,17503,1.2,0.3,71462,9319,0.1,0.1,-,**,0.8,0.4,37795,7064,1.7,0.4,52904,13222,5.5,0.5,45869,7018,90.7,0.7,56821,2631,1.7,0.5,32917,18826,22.2,0.9,52427,4485,42.7,1.1,73943,4788,33.4,0.8,46011,1623,26119,681,69203,4884,32.7,1.7,71189,9761,67.3,1.7,68658,4699,81.4,1.8,79967,3089,12.8,1.4,31616,6055,5.8,1.1,45952,8741,14874,775,38442,2928,54.8,2.1,33039,2793,45.3,2.5,29282,3125,9.5,2.0,59702,13383,45.2,2.1,46353,4053,34.1,2.5,37541,6337,11.1,1.9,64737,12500,28.9,(X),(X),(X),28.2,(X),(X),(X),29.0,(X),(X),(X)
0500000US06059,06059,"Orange County, California",1009353,2510,76509,426,69.3,0.2,79914,601,1.8,0.1,66555,4427,0.4,0.1,55123,8420,17.9,0.2,80739,1147,0.3,0.1,65042,8715,7.9,0.2,52486,1065,2.5,0.1,74681,4193,23.8,0.2,56510,659,54.3,0.2,86897,700,2.6,0.1,33772,1730,33.7,0.2,79069,985,41.6,0.2,92332,1061,22.2,0.2,52630,772,727053,3599,86003,638,45.6,0.3,81784,902,54.4,0.3,89231,1030,75.8,0.4,101941,719,16.7,0.3,45405,931,7.5,0.2,58803,2461,282300,3344,50007,861,54.7,0.6,42367,1019,43.8,0.6,36252,907,10.9,0.4,73274,2978,45.3,0.6,58294,1527,32.1,0.6,50286,1129,13.2,0.5,85253,2879,33.0,(X),(X),(X),33.1,(X),(X),(X),29.2,(X),(X),(X)
0500000US06061,06061,"Placer County, California",135456,880,73948,1220,88.1,0.5,73888,1281,1.2,0.1,85580,30919,0.5,0.1,60563,13375,5.4,0.3,102714,7503,0.1,0.1,61083,14354,2.1,0.3,47449,6418,2.6,0.3,66667,8430,9.6,0.4,54294,3013,81.3,0.6,75127,1176,2.2,0.2,35317,3838,29.3,0.5,84409,2309,40.6,0.5,90977,2064,27.9,0.4,50974,1808,94904,1353,89611,2103,43.7,0.8,93324,5197,56.3,0.8,85765,2571,81.0,0.9,100566,1541,13.7,0.8,43198,2754,5.3,0.4,55632,7748,40552,1324,40737,1271,58.6,1.6,35588,1784,49.1,1.8,31388,1568,9.4,1.0,69290,8274,41.4,1.6,49809,3850,31.5,1.5,42187,2421,10.0,1.1,72622,6157,28.4,(X),(X),(X),27.5,(X),(X),(X),28.8,(X),(X),(X)
0500000US06063,06063,"Plumas County, California",8217,315,47333,3575,90.8,1.2,48809,3488,0.5,0.6,-,**,3.0,1.2,38377,9194,0.7,0.4,23355,12513,0.6,0.6,-,**,0.8,0.5,(X),(X),3.7,1.2,34559,28297,5.1,0.9,30918,6472,87.0,1.3,49507,3447,1.9,1.0,(X),(X),19.6,2.3,(X),(X),44.6,2.3,(X),(X),33.9,1.7,(X),(X),4917,333,60077,5542,30.8,3.4,53500,12488,69.2,3.4,62044,6819,81.9,3.4,(X),(X),12.7,3.1,(X),(X),5.5,1.8,(X),(X),3300,264,25580,8131,56.4,5.1,21991,6316,46.7,5.8,20012,3976,9.7,4.0,55142,19594,43.6,5.1,31481,8209,36.3,5.1,32019,10835,7.4,2.4,26875,18189,31.4,(X),(X),(X),31.7,(X),(X),(X),29.0,(X),(X),(X)
0500000US06065,06065,"Riverside County, California",699232,2422,56603,478,71.1,0.3,58994,587,6.5,0.1,52127,2063,0.9,0.1,46960,4703,5.4,0.1,71601,2632,0.3,0.1,48476,17695,13.3,0.2,46062,928,2.6,0.1,60265,3863,35.5,0.2,48510,665,50.5,0.3,63699,768,2.7,0.1,28245,2012,34.0,0.2,59360,991,39.6,0.2,68100,929,23.7,0.2,41665,609,514800,2990,63737,592,48.3,0.4,58776,1114,51.7,0.4,68575,927,73.1,0.4,75358,739,18.4,0.3,34228,928,8.5,0.3,46449,1813,184432,2527,33785,714,52.2,0.7,29240,960,43.4,0.7,25367,778,8.8,0.5,53559,4016,47.8,0.7,40792,880,35.4,0.7,34206,1485,12.5,0.6,60981,2539,35.3,(X),(X),(X),35.9,(X),(X),(X),30.5,(X),(X),(X)
0500000US06067,06067,"Sacramento County, California",522596,1924,55987,594,66.2,0.3,60420,621,10.2,0.2,38792,1666,0.8,0.1,48547,3963,12.6,0.2,61374,1486,0.8,0.1,49351,4465,5.2,0.2,42226,1632,4.2,0.2,46845,3300,16.7,0.2,45042,1045,56.2,0.3,63169,817,4.1,0.2,27044,1115,36.5,0.3,57585,1161,38.8,0.3,67239,904,20.6,0.2,44364,1099,343209,2201,65239,820,47.9,0.4,58818,1526,52.1,0.4,71084,797,68.2,0.6,81708,861,22.8,0.5,35616,1039,9.0,0.4,45475,2245,179387,2236,37734,890,55.6,0.7,34760,1109,45.7,0.7,30877,713,9.9,0.4,55438,2943,44.4,0.7,41548,911,33.1,0.6,36198,1165,11.3,0.6,64002,3089,28.1,(X),(X),(X),29.2,(X),(X),(X),23.7,(X),(X),(X)
0500000US06069,06069,"San Benito County, California",17198,179,71077,2019,86.8,1.2,71115,2200,1.2,0.4,75972,35682,1.0,0.4,63750,17481,2.6,0.4,92727,37513,0.1,0.2,-,**,5.8,0.9,66292,5669,2.5,0.7,84638,17258,45.7,1.3,59295,3027,49.3,1.2,83447,5976,1.5,0.7,56101,5581,32.5,1.4,72698,6910,45.6,1.4,81290,4447,20.4,1.1,47064,3523,13721,270,75690,4015,47.7,1.9,71133,2150,52.3,1.9,79270,2892,74.7,2.4,87397,6433,17.3,2.1,42559,4896,8.0,1.5,47628,6794,3477,262,43031,7641,54.8,4.5,(X),(X),43.7,4.9,(X),(X),11.1,2.9,(X),(X),45.2,4.5,(X),(X),34.2,4.2,(X),(X),11.0,2.9,(X),(X),25.1,(X),(X),(X),25.3,(X),(X),(X),21.9,(X),(X),(X)
0500000US06071,06071,"San Bernardino County, California",614325,2548,53433,571,66.2,0.4,55421,787,9.2,0.2,40705,1593,0.9,0.1,41581,5373,6.6,0.1,72134,2951,0.2,0.1,60710,18560,13.9,0.3,46913,809,2.9,0.2,54077,2094,40.6,0.3,49633,746,41.5,0.3,58667,942,3.3,0.2,28195,1302,37.0,0.3,54975,956,41.2,0.3,63633,1096,18.6,0.2,38708,836,464389,3074,59083,682,49.4,0.4,51939,664,50.6,0.4,65413,936,67.9,0.5,72860,870,22.3,0.5,31506,814,9.8,0.4,44128,2561,149936,2701,31707,748,53.0,0.9,27296,943,44.1,0.9,24196,836,8.9,0.6,51161,3352,47.0,0.9,38480,1391,36.1,0.9,32799,1872,10.8,0.7,54739,2721,34.0,(X),(X),(X),34.0,(X),(X),(X),29.6,(X),(X),(X)
0500000US06073,06073,"San Diego County, California",1094157,3409,64309,514,76.1,0.2,65480,559,5.1,0.1,50227,1561,0.7,0.1,56297,6317,10.0,0.1,81673,1532,0.4,0.1,55867,7758,4.8,0.1,46012,1151,3.0,0.1,61484,1959,24.3,0.2,47896,762,57.9,0.2,73052,645,4.1,0.1,34051,1344,37.0,0.2,66267,819,38.1,0.2,78844,818,20.8,0.1,48453,620,731328,4057,75179,644,45.8,0.3,68965,1365,54.2,0.3,79676,700,74.2,0.4,89337,728,18.1,0.3,38821,1042,7.6,0.3,53036,1560,362829,3572,43633,774,51.3,0.5,37542,823,39.9,0.5,31428,603,11.4,0.4,65448,2219,48.7,0.5,50753,740,33.9,0.5,42302,879,14.8,0.4,74328,2299,30.6,(X),(X),(X),30.5,(X),(X),(X),28.7,(X),(X),(X)
0500000US06075,06075,"San Francisco County, California",353287,1742,81294,1099,56.9,0.4,100091,1466,5.4,0.2,29800,3710,0.3,0.1,36198,20781,28.9,0.3,69577,1851,0.3,0.1,35313,16424,4.8,0.3,51760,2741,3.4,0.2,77389,9763,11.8,0.3,57948,2597,50.8,0.4,103992,1569,3.4,0.2,32908,5047,42.4,0.3,109773,1982,33.7,0.4,81102,1969,20.5,0.3,40546,1225,161887,1874,96336,2040,36.1,0.8,107215,3301,63.9,0.8,90541,2134,74.0,0.8,118396,2771,18.1,0.6,49320,3181,7.9,0.5,60827,3227,191400,2011,66998,1272,46.9,0.6,60305,1341,34.1,0.7,42712,2275,12.8,0.5,119882,4330,53.1,0.6,75253,2162,35.7,0.7,52123,1985,17.4,0.6,130806,4318,30.6,(X),(X),(X),33.5,(X),(X),(X),27.1,(X),(X),(X)
